msg_size,capacity,producers,rate,full_policy,strategy,metric,n_trials,mean,ci95_halfwidth,stdev,cv_percent,min,median,max
1024,8192,4,max,Block,flexi_logger,mb_per_sec,12,431.1908,57.1898,90.0097,20.87,328.6553,418.7770,610.4048
1024,8192,4,max,Block,flexi_logger,dropped,12,0.0000,0.0000,0.0000,nan,0.0000,0.0000,0.0000
1024,8192,4,max,Block,flume,p50_ns,12,452.7500,61.1966,96.3159,21.27,340.0000,446.5000,629.0000
1024,8192,4,max,Block,flume,p99_ns,12,132617.6667,6269.5590,9867.5100,7.44,116159.0000,133311.0000,151679.0000
1024,8192,4,max,Block,flume,p999_ns,12,302889.6667,24645.9999,38789.7537,12.81,254207.0000,301695.0000,381951.0000
1024,8192,4,max,Block,flume,max_ns,12,3257769.6667,1339237.6290,2107794.2907,64.70,1382399.0000,2792447.0000,9379839.0000
1024,8192,4,max,Block,flume,mean_ns,12,9200.0916,634.1153,998.0189,10.85,7628.0594,9063.0145,11595.9458
1024,8192,4,max,Block,flume,throughput,12,417989.6340,26749.1989,42099.9288,10.07,334402.3508,418558.1346,491872.2688
1024,8192,4,max,Block,flume,mb_per_sec,12,428.0214,27.3912,43.1103,10.07,342.4280,428.6035,503.6772
1024,8192,4,max,Block,flume,dropped,12,0.0000,0.0000,0.0000,nan,0.0000,0.0000,0.0000
1024,8192,4,max,Block,ftlog,p50_ns,12,2618.9167,407.5539,641.4394,24.49,2034.0000,2297.0000,3679.0000
1024,8192,4,max,Block,ftlog,p99_ns,12,302036.3333,15577.6051,24517.2226,8.12,264447.0000,300159.0000,342527.0000
1024,8192,4,max,Block,ftlog,p999_ns,12,535231.0000,28223.5614,44420.3928,8.30,441599.0000,542975.0000,604671.0000
1024,8192,4,max,Block,ftlog,max_ns,12,2933076.3333,386699.1176,608616.5551,20.75,2136063.0000,2936831.0000,4098047.0000
1024,8192,4,max,Block,ftlog,mean_ns,12,40347.8750,3329.9547,5240.9366,12.99,33745.1024,40068.8853,49427.3406
1024,8192,4,max,Block,ftlog,throughput,12,91653.8530,7356.0244,11577.4721,12.63,73249.2442,89670.6390,108384.7689
1024,8192,4,max,Block,ftlog,mb_per_sec,12,93.8535,7.5326,11.8553,12.63,75.0072,91.8227,110.9860
1024,8192,4,max,Block,ftlog,dropped,12,0.0000,0.0000,0.0000,nan,0.0000,0.0000,0.0000
1024,8192,4,max,Block,log4rs,p50_ns,12,3550.1667,110.2026,173.4452,4.89,3285.0000,3533.0000,3927.0000
1024,8192,4,max,Block,log4rs,p99_ns,12,197311.0000,3876.1458,6100.5738,3.09,184575.0000,197375.0000,206847.0000
1024,8192,4,max,Block,log4rs,p999_ns,12,364052.3333,13564.2257,21348.4126,5.86,331519.0000,365311.0000,410623.0000
1024,8192,4,max,Block,log4rs,max_ns,12,2511700.3333,682145.5786,1073612.7218,42.74,726015.0000,2804735.0000,4009983.0000
1024,8192,4,max,Block,log4rs,mean_ns,12,21194.1506,887.9513,1397.5255,6.59,18865.1415,21111.5707,23870.9091
1024,8192,4,max,Block,log4rs,throughput,12,186205.9790,8171.6058,12861.0963,6.91,165594.6343,186940.1343,209252.5580
1024,8192,4,max,Block,log4rs,mb_per_sec,12,190.6749,8.3677,13.1698,6.91,169.5689,191.4267,214.2746
1024,8192,4,max,Block,log4rs,dropped,12,0.0000,0.0000,0.0000,nan,0.0000,0.0000,0.0000
1024,8192,4,max,Block,slog-async,p50_ns,12,4205.1667,357.9818,563.4191,13.40,3445.0000,4058.0000,5095.0000
1024,8192,4,max,Block,slog-async,p99_ns,12,258644.3333,11760.1096,18508.9572,7.16,229503.0000,262399.0000,284159.0000
1024,8192,4,max,Block,slog-async,p999_ns,12,640895.0000,54600.0423,85933.7096,13.41,504831.0000,644863.0000,752127.0000
1024,8192,4,max,Block,slog-async,max_ns,12,3260073.6667,474197.1663,746327.6555,22.89,2242559.0000,3279871.0000,4665343.0000
1024,8192,4,max,Block,slog-async,mean_ns,12,33049.4158,1650.5501,2597.7617,7.86,28972.2191,33992.4529,35670.8946
1024,8192,4,max,Block,slog-async,throughput,12,114757.4278,5746.3085,9043.9785,7.88,105973.2822,111289.2542,129241.9314
1024,8192,4,max,Block,slog-async,mb_per_sec,12,117.5116,5.8842,9.2610,7.88,108.5166,113.9602,132.3437
1024,8192,4,max,Block,slog-async,dropped,12,0.0000,0.0000,0.0000,nan,0.0000,0.0000,0.0000
1024,8192,4,max,Block,tracing-appender,p50_ns,12,642.8333,121.0204,190.4711,29.63,489.0000,535.5000,1024.0000
1024,8192,4,max,Block,tracing-appender,p99_ns,12,189417.6667,15026.3937,23649.6841,12.49,170239.0000,180735.0000,252799.0000
1024,8192,4,max,Block,tracing-appender,p999_ns,12,382079.0000,24083.4875,37904.4289,9.92,340735.0000,372991.0000,471807.0000
1024,8192,4,max,Block,tracing-appender,max_ns,12,2555220.3333,686005.4951,1079687.7527,42.25,947199.0000,2285567.0000,4493311.0000
1024,8192,4,max,Block,tracing-appender,mean_ns,12,12610.4131,1859.8575,2927.1855,23.21,10290.3088,11454.0145,20636.0719
1024,8192,4,max,Block,tracing-appender,throughput,12,309468.7689,32432.1627,51044.2105,16.49,186794.3157,325725.7896,362778.3894
1024,8192,4,max,Block,tracing-appender,mb_per_sec,12,316.8960,33.2105,52.2693,16.49,191.2774,333.5432,371.4851
1024,8192,4,max,Block,tracing-appender,dropped,12,0.0000,0.0000,0.0000,nan,0.0000,0.0000,0.0000
1024,8192,4,max,Block,tracing-fmt,p50_ns,12,4649.0000,83.6731,131.6911,2.83,4547.0000,4565.0000,4831.0000
1024,8192,4,max,Block,tracing-fmt,p99_ns,12,106489.6667,1879.2369,2957.6862,2.78,100799.0000,106655.0000,111423.0000
1024,8192,4,max,Block,tracing-fmt,p999_ns,12,159332.3333,30319.4209,47719.0163,29.95,126271.0000,140991.0000,280575.0000
1024,8192,4,max,Block,tracing-fmt,max_ns,12,1145300.3333,459960.1522,723920.3571,63.21,203519.0000,975615.0000,2193407.0000
1024,8192,4,max,Block,tracing-fmt,mean_ns,12,9983.1139,146.8975,231.1984,2.32,9511.6805,9977.9958,10335.6430
1024,8192,4,max,Block,tracing-fmt,throughput,12,389849.2909,6768.8155,10653.2779,2.73,375613.4948,390621.4592,407895.2552
1024,8192,4,max,Block,tracing-fmt,mb_per_sec,12,399.2057,6.9313,10.9090,2.73,384.6282,399.9964,417.6847
1024,8192,4,max,Block,tracing-fmt,dropped,12,0.0000,0.0000,0.0000,nan,0.0000,0.0000,0.0000
1024,8192,4,max,Block,tracing-nb,p50_ns,12,4843.6667,100.9110,158.8214,3.28,4695.0000,4771.0000,5179.0000
1024,8192,4,max,Block,tracing-nb,p99_ns,12,27256.3333,3302.9776,5198.4779,19.07,20191.0000,26047.0000,35071.0000
1024,8192,4,max,Block,tracing-nb,p999_ns,12,238537.6667,64886.4114,102123.1816,42.81,143999.0000,205567.0000,503295.0000
1024,8192,4,max,Block,tracing-nb,max_ns,12,3852159.0000,1860850.4114,2928748.2579,76.03,936447.0000,3014655.0000,12615679.0000
1024,8192,4,max,Block,tracing-nb,mean_ns,12,6522.8248,388.3539,611.2209,9.37,5830.3818,6442.5949,7777.0376
1024,8192,4,max,Block,tracing-nb,throughput,12,464424.9324,17585.2791,27677.0530,5.96,407607.3803,464449.9584,506270.7454
1024,8192,4,max,Block,tracing-nb,mb_per_sec,12,475.5711,18.0073,28.3413,5.96,417.3900,475.5968,518.4212
1024,8192,4,max,Block,tracing-nb,dropped,12,0.0000,0.0000,0.0000,nan,0.0000,0.0000,0.0000
1024,8192,4,max,Block,tracing-span,p50_ns,12,5026.6667,87.8227,138.2220,2.75,4923.0000,4945.0000,5279.0000
1024,8192,4,max,Block,tracing-span,p99_ns,12,106201.6667,3032.9387,4773.4701,4.49,101887.0000,105279.0000,119615.0000
1024,8192,4,max,Block,tracing-span,p999_ns,12,171551.0000,53578.1847,84325.4322,49.15,132223.0000,139263.0000,433407.0000
1024,8192,4,max,Block,tracing-span,max_ns,12,1269439.0000,554791.6126,873173.3400,68.78,443135.0000,835583.0000,3196927.0000
1024,8192,4,max,Block,tracing-span,mean_ns,12,10406.6851,208.2065,327.6912,3.15,10104.0290,10271.0068,11202.2048
1024,8192,4,max,Block,tracing-span,throughput,12,370647.7841,11472.0191,18055.5383,4.87,325918.2398,375934.9334,388117.2885
1024,8192,4,max,Block,tracing-span,mb_per_sec,12,379.5433,11.7473,18.4889,4.87,333.7403,384.9574,397.4321
1024,8192,4,max,Block,tracing-span,dropped,12,0.0000,0.0000,0.0000,nan,0.0000,0.0000,0.0000
